# Test done: 2024_10_28_14_52_41 - time taken: 495.96616768836975 
# SF, SIR, error count, simulated symbols, SER
7.000000000000000000e+00,-1.000000000000000000e+01,9.869328000000000000e+06,1.000000000000000000e+07,9.869328000000000545e-01
7.000000000000000000e+00,-8.000000000000000000e+00,9.876157000000000000e+06,1.000000000000000000e+07,9.876156999999999853e-01
7.000000000000000000e+00,-6.000000000000000000e+00,8.949447000000000000e+06,1.000000000000000000e+07,8.949447000000000374e-01
7.000000000000000000e+00,-4.000000000000000000e+00,6.575827000000000000e+06,1.000000000000000000e+07,6.575826999999999645e-01
7.000000000000000000e+00,-2.000000000000000000e+00,4.134252000000000000e+06,1.000000000000000000e+07,4.134251999999999927e-01
7.000000000000000000e+00,0.000000000000000000e+00,1.820088000000000000e+06,1.000000000000000000e+07,1.820087999999999984e-01
7.000000000000000000e+00,2.000000000000000000e+00,2.996430000000000000e+05,1.000000000000000000e+07,2.996429999999999927e-02
7.000000000000000000e+00,4.000000000000000000e+00,7.977400000000000000e+04,1.000000000000000000e+07,7.977400000000000810e-03
7.000000000000000000e+00,6.000000000000000000e+00,1.212700000000000000e+04,1.000000000000000000e+07,1.212699999999999933e-03
7.000000000000000000e+00,8.000000000000000000e+00,2.896000000000000000e+03,1.000000000000000000e+07,2.895999999999999920e-04
7.000000000000000000e+00,1.000000000000000000e+01,1.018000000000000000e+03,1.000000000000000000e+07,1.017999999999999943e-04
