# Test done: 2024_10_21_15_17_27 - time taken: 479.2292973995209 
# SF, SIR, error count, simulated symbols, SER
7.000000000000000000e+00,-1.000000000000000000e+01,9.891960000000000000e+06,1.000000000000000000e+07,9.891959999999999642e-01
7.000000000000000000e+00,-8.000000000000000000e+00,9.811946000000000000e+06,1.000000000000000000e+07,9.811946000000000279e-01
7.000000000000000000e+00,-6.000000000000000000e+00,8.988867000000000000e+06,1.000000000000000000e+07,8.988867000000000385e-01
7.000000000000000000e+00,-4.000000000000000000e+00,6.962818000000000000e+06,1.000000000000000000e+07,6.962817999999999508e-01
7.000000000000000000e+00,-2.000000000000000000e+00,4.026150000000000000e+06,1.000000000000000000e+07,4.026150000000000007e-01
7.000000000000000000e+00,0.000000000000000000e+00,2.054346000000000000e+06,1.000000000000000000e+07,2.054345999999999950e-01
7.000000000000000000e+00,2.000000000000000000e+00,3.469250000000000000e+05,1.000000000000000000e+07,3.469250000000000111e-02
7.000000000000000000e+00,4.000000000000000000e+00,6.324600000000000000e+04,1.000000000000000000e+07,6.324599999999999667e-03
7.000000000000000000e+00,6.000000000000000000e+00,1.236900000000000000e+04,1.000000000000000000e+07,1.236899999999999979e-03
7.000000000000000000e+00,8.000000000000000000e+00,2.578000000000000000e+03,1.000000000000000000e+07,2.577999999999999780e-04
7.000000000000000000e+00,1.000000000000000000e+01,1.044000000000000000e+03,1.000000000000000000e+07,1.044000000000000033e-04
