# Test done: 2024_10_17_16_41_15 - time taken: 529.6183245182037 
# SF, SIR, error count, simulated symbols, SER
7.000000000000000000e+00,-1.000000000000000000e+01,9.866274000000000000e+06,1.000000000000000000e+07,9.866274000000000433e-01
7.000000000000000000e+00,-8.000000000000000000e+00,9.809283000000000000e+06,1.000000000000000000e+07,9.809282999999999753e-01
7.000000000000000000e+00,-6.000000000000000000e+00,9.200748000000000000e+06,1.000000000000000000e+07,9.200747999999999704e-01
7.000000000000000000e+00,-4.000000000000000000e+00,7.409505000000000000e+06,1.000000000000000000e+07,7.409504999999999564e-01
7.000000000000000000e+00,-2.000000000000000000e+00,4.203974000000000000e+06,1.000000000000000000e+07,4.203973999999999767e-01
7.000000000000000000e+00,0.000000000000000000e+00,1.548191000000000000e+06,1.000000000000000000e+07,1.548190999999999873e-01
7.000000000000000000e+00,2.000000000000000000e+00,3.600340000000000000e+05,1.000000000000000000e+07,3.600339999999999790e-02
7.000000000000000000e+00,4.000000000000000000e+00,5.404300000000000000e+04,1.000000000000000000e+07,5.404299999999999903e-03
7.000000000000000000e+00,6.000000000000000000e+00,1.018400000000000000e+04,1.000000000000000000e+07,1.018400000000000034e-03
7.000000000000000000e+00,8.000000000000000000e+00,2.114000000000000000e+03,1.000000000000000000e+07,2.113999999999999885e-04
7.000000000000000000e+00,1.000000000000000000e+01,8.220000000000000000e+02,1.000000000000000000e+07,8.220000000000000581e-05
