# Test done: 2024_10_17_11_23_53 - time taken: 464.4120759963989 
# SF, SIR, error count, simulated symbols, SER
7.000000000000000000e+00,-1.000000000000000000e+01,9.878488000000000000e+06,1.000000000000000000e+07,9.878487999999999714e-01
7.000000000000000000e+00,-8.000000000000000000e+00,9.857255000000000000e+06,1.000000000000000000e+07,9.857255000000000322e-01
7.000000000000000000e+00,-6.000000000000000000e+00,9.742700000000000000e+06,1.000000000000000000e+07,9.742699999999999694e-01
7.000000000000000000e+00,-4.000000000000000000e+00,7.044297000000000000e+06,1.000000000000000000e+07,7.044297000000000475e-01
7.000000000000000000e+00,-2.000000000000000000e+00,4.441491000000000000e+06,1.000000000000000000e+07,4.441491000000000189e-01
7.000000000000000000e+00,0.000000000000000000e+00,2.446480000000000000e+05,1.000000000000000000e+07,2.446479999999999835e-02
7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00
7.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00
7.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00
7.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00
