# Test done: 2024_10_21_12_37_13 - time taken: 546.4969706535339 
# SF, SIR, error count, simulated symbols, SER
7.000000000000000000e+00,-1.000000000000000000e+01,9.870052000000000000e+06,1.000000000000000000e+07,9.870052000000000270e-01
7.000000000000000000e+00,-8.000000000000000000e+00,9.809014000000000000e+06,1.000000000000000000e+07,9.809014000000000344e-01
7.000000000000000000e+00,-6.000000000000000000e+00,9.062400000000000000e+06,1.000000000000000000e+07,9.062400000000000455e-01
7.000000000000000000e+00,-4.000000000000000000e+00,7.158666000000000000e+06,1.000000000000000000e+07,7.158666000000000196e-01
7.000000000000000000e+00,-2.000000000000000000e+00,3.973162000000000000e+06,1.000000000000000000e+07,3.973162000000000083e-01
7.000000000000000000e+00,0.000000000000000000e+00,1.494613000000000000e+06,1.000000000000000000e+07,1.494612999999999914e-01
7.000000000000000000e+00,2.000000000000000000e+00,3.240270000000000000e+05,1.000000000000000000e+07,3.240269999999999956e-02
7.000000000000000000e+00,4.000000000000000000e+00,6.702100000000000000e+04,1.000000000000000000e+07,6.702099999999999898e-03
7.000000000000000000e+00,6.000000000000000000e+00,1.192300000000000000e+04,1.000000000000000000e+07,1.192300000000000087e-03
7.000000000000000000e+00,8.000000000000000000e+00,2.573000000000000000e+03,1.000000000000000000e+07,2.573000000000000200e-04
7.000000000000000000e+00,1.000000000000000000e+01,9.550000000000000000e+02,1.000000000000000000e+07,9.550000000000000383e-05
