# Test done: 2024_10_02_13_48_29 - time taken: 4.2919299602508545 
# SF, SNR, error count, simulated symbols, SER
7.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-8.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+03,3.000000000000000062e-03
7.000000000000000000e+00,-9.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+03,2.000000000000000042e-03
7.000000000000000000e+00,-1.000000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+03,4.299999999999999656e-02
7.000000000000000000e+00,-1.100000000000000000e+01,1.150000000000000000e+02,1.000000000000000000e+03,1.150000000000000050e-01
7.000000000000000000e+00,-1.200000000000000000e+01,2.040000000000000000e+02,1.000000000000000000e+03,2.039999999999999869e-01
7.000000000000000000e+00,-1.300000000000000000e+01,3.110000000000000000e+02,1.000000000000000000e+03,3.109999999999999987e-01
7.000000000000000000e+00,-1.400000000000000000e+01,4.590000000000000000e+02,1.000000000000000000e+03,4.590000000000000191e-01
7.000000000000000000e+00,-1.500000000000000000e+01,6.130000000000000000e+02,1.000000000000000000e+03,6.129999999999999893e-01
7.000000000000000000e+00,-1.600000000000000000e+01,7.330000000000000000e+02,1.000000000000000000e+03,7.329999999999999849e-01
