# Test done: 2024_10_03_10_49_51 - time taken: 23.75679612159729 
# SF, SNR, error count, simulated symbols, SER
7.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+05,0.000000000000000000e+00
7.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+05,0.000000000000000000e+00
7.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+05,0.000000000000000000e+00
7.000000000000000000e+00,-7.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+05,1.399999999999999877e-04
7.000000000000000000e+00,-8.000000000000000000e+00,1.710000000000000000e+02,1.000000000000000000e+05,1.709999999999999932e-03
7.000000000000000000e+00,-9.000000000000000000e+00,1.008000000000000000e+03,1.000000000000000000e+05,1.008000000000000042e-02
7.000000000000000000e+00,-1.000000000000000000e+01,3.770000000000000000e+03,1.000000000000000000e+05,3.769999999999999740e-02
7.000000000000000000e+00,-1.100000000000000000e+01,1.010300000000000000e+04,1.000000000000000000e+05,1.010299999999999948e-01
7.000000000000000000e+00,-1.200000000000000000e+01,2.015900000000000000e+04,1.000000000000000000e+05,2.015899999999999914e-01
7.000000000000000000e+00,-1.300000000000000000e+01,3.312900000000000000e+04,1.000000000000000000e+05,3.312899999999999734e-01
7.000000000000000000e+00,-1.400000000000000000e+01,4.700700000000000000e+04,1.000000000000000000e+05,4.700699999999999878e-01
7.000000000000000000e+00,-1.500000000000000000e+01,5.941500000000000000e+04,1.000000000000000000e+05,5.941499999999999559e-01
7.000000000000000000e+00,-1.600000000000000000e+01,6.976800000000000000e+04,1.000000000000000000e+05,6.976799999999999669e-01
