# Test done: 2024_10_01_23_25_46 - time taken: 4.212057113647461 
# SF, SNR, error count, simulated symbols, SER
7.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-8.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+03,2.000000000000000042e-03
7.000000000000000000e+00,-9.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+03,7.000000000000000146e-03
7.000000000000000000e+00,-1.000000000000000000e+01,4.100000000000000000e+01,1.000000000000000000e+03,4.100000000000000172e-02
7.000000000000000000e+00,-1.100000000000000000e+01,8.200000000000000000e+01,1.000000000000000000e+03,8.200000000000000344e-02
7.000000000000000000e+00,-1.200000000000000000e+01,1.930000000000000000e+02,1.000000000000000000e+03,1.930000000000000049e-01
7.000000000000000000e+00,-1.300000000000000000e+01,3.230000000000000000e+02,1.000000000000000000e+03,3.230000000000000093e-01
7.000000000000000000e+00,-1.400000000000000000e+01,4.830000000000000000e+02,1.000000000000000000e+03,4.829999999999999849e-01
7.000000000000000000e+00,-1.500000000000000000e+01,5.860000000000000000e+02,1.000000000000000000e+03,5.859999999999999654e-01
7.000000000000000000e+00,-1.600000000000000000e+01,7.020000000000000000e+02,1.000000000000000000e+03,7.019999999999999574e-01
