# Test done: 2024_10_02_12_43_49 - time taken: 5.8197021484375 
# SF, SNR, error count, simulated symbols, SER
7.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+00,-8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+03,1.000000000000000021e-03
7.000000000000000000e+00,-9.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+03,6.000000000000000125e-03
7.000000000000000000e+00,-1.000000000000000000e+01,4.200000000000000000e+01,1.000000000000000000e+03,4.200000000000000261e-02
7.000000000000000000e+00,-1.100000000000000000e+01,8.600000000000000000e+01,1.000000000000000000e+03,8.599999999999999312e-02
7.000000000000000000e+00,-1.200000000000000000e+01,1.900000000000000000e+02,1.000000000000000000e+03,1.900000000000000022e-01
7.000000000000000000e+00,-1.300000000000000000e+01,3.270000000000000000e+02,1.000000000000000000e+03,3.270000000000000129e-01
7.000000000000000000e+00,-1.400000000000000000e+01,4.640000000000000000e+02,1.000000000000000000e+03,4.640000000000000235e-01
7.000000000000000000e+00,-1.500000000000000000e+01,5.850000000000000000e+02,1.000000000000000000e+03,5.849999999999999645e-01
7.000000000000000000e+00,-1.600000000000000000e+01,7.250000000000000000e+02,1.000000000000000000e+03,7.249999999999999778e-01
